Area_ID,Latitude,Longitude,Crime_Count,Violent_Crime,Theft_Count,Assault_Count,Harassment_Count,Hour,Day,Month,Weekend,Streetlight_Count,Working_Streetlights,Broken_Streetlights,Population_Density,Footfall,Bus_Stop_Count,Metro_Distance_km,Police_Distance_km,Hospital_Distance_km,School_Count,Commercial_Area,Residential_Area,Weather,Visibility,CCTV_Count,Previous_Risk,Crime_Trend,Emergency_Calls,Risk_Level
85905,13.004896852174543,80.10842898208749,63,24,13,13,11,11,Thu,7,0,58,43,15,24700,3055,19,13.26,2.86,10.24,19,1,1,Cloudy,Good,68,High,Stable,43,High
85906,13.286278234053288,80.17945584287767,78,38,21,34,4,13,Wed,5,0,59,55,4,21319,3129,25,6.73,10.04,4.11,6,1,0,Cloudy,Poor,8,Medium,Increasing,20,High
85907,13.202542418445535,80.5291123622839,17,4,9,3,1,18,Sun,12,0,75,58,17,693,2551,30,0.88,6.65,5.81,9,1,0,Cloudy,Poor,32,High,Increasing,60,Medium
85908,12.91282622462316,80.075730743906,45,14,4,5,9,6,Fri,2,0,11,11,0,20964,318,30,6.51,7.12,11.04,3,0,1,Rain,Medium,59,High,Increasing,16,High
85909,13.051418391833552,80.14283371599684,62,28,27,20,8,21,Sat,9,0,21,15,6,18285,4820,5,0.28,11.44,3.62,13,0,1,Sunny,Poor,52,High,Decreasing,41,High
85910,12.937005283695328,80.56276638246509,76,38,8,19,19,0,Tue,6,1,32,27,5,24795,2673,20,14.02,2.74,4.21,1,1,0,Sunny,Good,100,Medium,Decreasing,9,High
85911,12.80413805858913,80.1777614016399,33,10,0,0,10,10,Wed,3,0,32,23,9,6899,107,29,8.57,4.79,4.54,6,1,0,Cloudy,Good,0,Medium,Stable,16,High
85912,13.300006045261757,80.48914054591125,53,26,6,18,8,14,Sat,1,0,27,18,9,3011,3735,24,8.89,6.26,3.07,8,0,1,Sunny,Medium,0,High,Stable,1,High
85913,13.023302092831926,80.51271991892602,66,18,21,14,4,9,Sun,9,0,67,47,20,12908,2760,14,14.85,5.07,7.06,2,0,1,Fog,Poor,68,Medium,Stable,18,High
85914,13.333119847202111,80.55264655389297,28,6,1,4,2,3,Tue,9,0,52,47,5,14749,4120,17,5.66,9.97,7.37,20,0,1,Fog,Poor,43,High,Stable,33,Medium
85915,12.870544871447914,80.0981265891845,54,3,33,2,1,17,Sun,8,0,79,56,23,4756,4651,14,11.05,1.09,3.66,15,1,0,Rain,Good,93,Medium,Decreasing,47,High
85916,12.948256906181058,80.24126392045437,8,3,5,2,1,7,Mon,1,0,74,57,17,12148,3346,6,8.44,4.66,0.87,16,0,1,Rain,Medium,50,High,Stable,0,Low
85917,13.194536009338176,80.54400020340624,12,1,6,0,1,12,Thu,9,1,19,14,5,21593,794,7,3.91,10.38,8.61,9,1,1,Rain,Good,66,Low,Stable,17,Low
85918,13.095128379428154,80.1809020282352,24,10,14,8,2,18,Wed,4,1,39,39,0,3914,92,11,2.12,4.27,5.46,8,0,1,Sunny,Good,49,Medium,Increasing,11,Medium
85919,12.807488534966534,80.26583683070642,9,1,2,0,1,12,Wed,2,0,19,18,1,13772,3704,5,13.69,2.97,1.41,7,1,1,Fog,Medium,29,Low,Increasing,13,Low
85920,12.805122865883229,80.55117850966717,50,5,39,2,3,2,Wed,5,1,57,50,7,16035,2714,2,1.36,3.58,9.85,11,0,1,Fog,Good,86,High,Decreasing,58,High
85921,13.17352071446346,80.36361575493694,46,21,23,20,1,0,Tue,11,0,49,34,15,5163,748,10,2.93,1.93,10.02,18,1,0,Cloudy,Poor,20,Low,Stable,53,High
85922,13.021899739254732,80.24523480532679,10,3,3,3,0,0,Tue,4,0,38,38,0,20916,1752,2,10.61,0.41,6.65,19,0,1,Fog,Medium,100,High,Decreasing,52,Low
85923,13.047972621302101,80.35719736882604,61,14,47,1,13,18,Tue,6,0,20,17,3,1101,1698,26,11.47,10.48,11.71,2,1,1,Sunny,Poor,22,Low,Increasing,56,High
85924,13.060400280895415,80.55415251996557,78,9,63,8,1,22,Sun,6,1,52,43,9,10799,3135,5,8.01,4.58,7.27,10,1,0,Fog,Good,98,Low,Stable,36,High
85925,13.145936779198909,80.09505454447604,16,7,0,5,2,3,Sat,10,0,63,49,14,555,575,4,14.2,3.85,4.29,17,0,1,Rain,Poor,48,Low,Stable,15,Medium
85926,12.870279695229975,80.51472228190477,6,2,2,2,0,6,Tue,3,0,72,54,18,6686,4851,8,9.84,3.94,0.13,1,1,0,Rain,Good,90,Low,Decreasing,55,Low
85927,12.80080399627327,80.02426439303036,33,7,6,7,0,1,Thu,10,0,42,39,3,13382,3464,13,2.54,8.58,5.54,11,0,1,Sunny,Poor,72,Medium,Increasing,48,Medium
85928,13.271882943275697,80.26462239398538,44,2,3,0,2,17,Wed,9,0,5,4,1,24180,1642,24,11.7,8.84,2.36,12,0,1,Rain,Poor,100,Medium,Decreasing,3,Medium
85929,13.030544957010768,80.52967789164828,8,3,5,2,1,14,Mon,12,1,6,5,1,18887,1745,28,14.24,8.47,6.42,17,0,1,Cloudy,Poor,72,Medium,Increasing,16,Low
85930,12.850191319418572,80.46511379647902,39,9,18,8,1,0,Wed,8,0,58,53,5,24997,1192,26,11.06,2.36,7.95,10,0,1,Fog,Poor,11,High,Stable,27,High
85931,13.015416708988022,80.19424191486866,22,9,9,2,7,8,Wed,10,0,68,59,9,8939,4074,21,7.29,9.99,5.82,6,1,1,Sunny,Good,16,Low,Decreasing,24,Medium
85932,12.880050320394389,80.32993422835592,3,0,3,0,0,14,Wed,11,0,11,8,3,1399,4880,0,14.02,0.48,11.6,12,1,1,Fog,Good,17,Low,Decreasing,8,Low
85933,13.133278388168149,80.57853134717608,14,5,2,4,1,7,Tue,10,0,59,41,18,14390,4072,6,13.06,6.26,4.05,18,0,1,Rain,Good,19,Medium,Increasing,33,Medium
85934,12.85014478284606,80.17541021270776,41,13,26,6,7,17,Thu,12,1,29,20,9,19850,320,25,6.94,11.58,8.61,11,0,1,Cloudy,Good,80,Medium,Decreasing,17,High
85935,12.917956687798041,80.18334137504513,20,5,12,2,3,0,Wed,3,0,76,55,21,19418,854,3,10.65,8.78,4.27,14,1,1,Cloudy,Poor,79,Medium,Stable,39,Medium
85936,13.198154593387367,80.23185905237155,27,0,15,0,0,16,Wed,7,1,26,18,8,5033,4462,21,14.85,5.71,8.81,13,1,1,Cloudy,Medium,32,Medium,Stable,57,Medium
85937,13.296111891653116,80.01450646224458,45,3,40,3,0,0,Tue,10,0,9,7,2,6799,4209,1,14.11,1.76,0.3,19,0,1,Rain,Poor,77,High,Stable,30,Medium
85938,12.968410604730442,80.12275655623165,5,1,4,1,0,17,Wed,6,0,11,8,3,1717,3245,1,9.08,11.14,5.51,2,0,1,Sunny,Poor,15,Medium,Stable,3,Low
85939,12.931867650174553,80.51378781822805,62,14,30,5,9,21,Sat,5,1,22,21,1,22877,3155,14,5.49,3.75,5.44,16,0,1,Rain,Poor,50,High,Stable,16,High
85940,13.303140786063508,80.30928551082913,57,3,46,3,0,19,Wed,2,0,49,44,5,19847,3374,25,12.92,9.88,11.69,14,0,1,Cloudy,Medium,46,Low,Increasing,55,High
85941,13.393902845201684,80.56533528419789,42,3,19,0,3,21,Tue,7,0,65,60,5,18831,695,15,11.23,10.79,3.45,0,1,0,Fog,Good,60,Low,Increasing,28,High
85942,13.173289106534263,80.02009287232342,48,14,2,11,3,19,Tue,11,1,69,66,3,24881,3041,4,0.23,0.21,8.5,0,0,1,Fog,Good,54,Low,Increasing,25,High
85943,12.851354946173267,80.14338895117935,55,4,25,4,0,11,Fri,12,1,53,40,13,19929,1878,29,7.99,7.54,10.32,18,0,1,Rain,Poor,85,High,Increasing,50,High
85944,12.98158302460307,80.42852826154483,46,18,28,6,12,0,Sat,4,0,26,24,2,7557,1976,2,6.59,6.52,1.18,17,0,1,Cloudy,Good,88,High,Stable,38,High
85945,12.82358637948954,80.3657376460066,24,12,6,11,1,15,Wed,12,0,24,18,6,15093,3754,28,6.73,11.03,1.71,9,0,1,Sunny,Good,85,Low,Decreasing,36,Medium
85946,13.125361997651867,80.52178154871078,67,19,48,10,9,22,Thu,12,0,54,41,13,19533,4633,13,10.45,9.71,2.59,16,1,0,Fog,Medium,20,High,Stable,0,High
85947,13.373142807899365,80.59455081794202,45,2,34,2,0,23,Wed,12,0,31,22,9,22300,2074,20,6.0,6.63,5.08,12,0,1,Sunny,Medium,19,Low,Stable,30,High
85948,13.181500341471207,80.09161258506587,78,30,33,12,18,10,Wed,1,1,31,31,0,1608,1044,2,5.32,6.03,1.21,14,0,1,Fog,Good,36,Low,Stable,60,High
85949,13.00373659731243,80.55469038021758,79,29,22,23,6,7,Tue,10,0,39,32,7,17313,2677,21,8.88,9.21,11.36,8,0,1,Sunny,Medium,50,Low,Stable,54,High
85950,12.826407257674004,80.08792439507802,6,1,5,1,0,5,Fri,6,1,21,19,2,4802,1819,1,6.52,8.74,5.31,4,0,1,Sunny,Poor,0,High,Stable,18,Low
85951,12.91216953092946,80.08757158593338,6,2,1,1,1,17,Thu,12,1,12,12,0,1012,4594,4,5.86,5.33,9.86,15,0,1,Rain,Good,88,High,Decreasing,49,Low
85952,13.253078830795173,80.51923119562056,0,0,0,0,0,23,Thu,9,0,46,43,3,3495,3165,4,2.54,0.43,3.9,18,1,1,Fog,Poor,94,High,Decreasing,23,Low
85953,13.088138501666556,80.27820689550747,26,6,15,6,0,18,Tue,7,1,59,54,5,762,4265,22,14.08,0.4,5.18,6,1,1,Fog,Medium,25,High,Stable,13,Low
85954,13.256749464877625,80.30593526081033,15,0,9,0,0,4,Tue,2,0,76,62,14,15833,4942,8,7.13,10.9,4.25,8,1,1,Fog,Poor,71,High,Stable,60,Low
85955,13.13705457614829,80.56080186669627,75,23,52,8,15,15,Tue,6,1,50,40,10,22701,1509,15,2.38,11.39,6.58,19,0,1,Cloudy,Poor,74,High,Decreasing,23,High
85956,13.22430268253514,80.28085761227456,46,12,5,4,8,4,Wed,7,0,65,51,14,5417,1580,14,0.15,2.67,0.95,10,1,0,Sunny,Medium,39,Medium,Decreasing,35,High
85957,12.83235046485605,80.14512253619588,6,1,5,1,0,22,Sun,7,0,27,21,6,6215,3963,7,9.98,3.15,3.74,2,1,0,Rain,Good,46,High,Increasing,4,Low
85958,12.985176822709112,80.26541652593802,49,13,23,7,6,7,Sat,5,0,41,31,10,16858,4628,13,0.76,8.06,2.38,13,1,0,Fog,Poor,32,High,Increasing,38,High
85959,13.05576713644694,80.54570644127311,20,7,11,5,2,23,Tue,6,0,9,9,0,13830,3043,13,10.54,1.83,9.18,13,0,1,Fog,Medium,40,Medium,Increasing,30,Low
85960,13.20969285018242,80.11699675354136,60,10,21,0,10,5,Thu,9,0,75,69,6,4823,368,26,10.8,9.01,8.53,8,0,1,Rain,Poor,23,High,Stable,15,High
85961,13.055756021036835,80.39454811540269,46,4,41,2,2,10,Fri,7,0,75,51,24,2262,1293,13,6.84,11.73,2.98,1,1,1,Cloudy,Good,56,Low,Decreasing,35,High
85962,12.975754914390032,80.58248885677047,42,4,27,4,0,2,Sun,10,0,33,27,6,10480,1009,22,7.85,6.49,1.18,16,1,0,Sunny,Poor,63,Medium,Increasing,27,High
85963,13.312165382232532,80.23729742387053,67,8,36,3,5,7,Fri,3,0,25,19,6,6323,2740,7,7.08,10.13,10.19,15,1,0,Fog,Poor,47,Low,Stable,57,High
85964,13.050121049305277,80.4093191222753,39,4,32,1,3,6,Sun,9,0,30,22,8,2346,935,17,14.18,8.8,9.36,10,1,0,Sunny,Medium,86,Low,Stable,39,Medium
85965,12.846492051242123,80.52329365646268,24,7,13,6,1,3,Thu,9,0,11,10,1,8322,1265,26,11.42,3.64,11.32,10,1,1,Fog,Medium,53,Low,Increasing,27,Medium
85966,12.96881731743224,80.23621866272265,10,4,6,4,0,7,Thu,8,0,54,46,8,4442,1311,16,4.83,2.5,6.3,7,1,0,Cloudy,Medium,6,Medium,Increasing,2,Low
85967,13.010979596762757,80.43819302807503,7,0,7,0,0,15,Wed,6,1,59,59,0,2989,2948,16,13.09,2.07,11.04,10,0,1,Rain,Poor,50,High,Stable,60,Low
85968,12.918035743270718,80.44102251212338,38,3,3,0,3,1,Mon,11,0,42,34,8,14510,3763,13,12.18,4.72,1.24,15,0,1,Rain,Poor,47,Low,Decreasing,22,High
85969,12.978968999472421,80.08117269132315,67,28,19,25,3,10,Sat,4,1,73,53,20,17795,1423,20,6.21,3.69,10.97,16,0,1,Fog,Poor,91,High,Increasing,50,High
85970,12.923777177388631,80.52990498728649,44,4,31,2,2,6,Sat,7,1,6,6,0,9669,3613,4,3.72,9.24,10.4,13,1,0,Cloudy,Medium,12,High,Decreasing,32,High
85971,13.129576166119946,80.10047273164867,56,26,28,18,8,7,Sun,12,1,48,34,14,5135,1901,14,3.36,3.67,7.28,5,0,1,Rain,Poor,91,High,Stable,19,High
85972,12.968559613082384,80.18680679356332,48,18,0,3,15,12,Wed,9,1,17,14,3,3894,1683,23,8.77,6.99,11.67,16,1,1,Sunny,Poor,49,High,Increasing,38,High
85973,12.803873276915352,80.48049934892782,66,22,0,16,6,6,Tue,10,1,21,21,0,16007,4111,4,5.05,0.79,9.32,0,0,1,Rain,Poor,37,High,Increasing,50,High
85974,13.249997287506417,80.47019927685547,48,12,20,6,6,6,Sun,2,0,69,66,3,13598,177,14,7.15,2.75,9.33,6,0,1,Sunny,Good,56,Low,Stable,26,High
85975,13.007644767823816,80.45440592888463,18,7,5,1,6,4,Sat,6,0,35,33,2,12171,842,30,4.98,6.7,8.21,11,0,1,Fog,Good,75,Low,Stable,39,Medium
85976,13.07539682553017,80.20008084269286,54,3,11,1,2,18,Fri,12,0,65,59,6,24497,2125,18,5.93,1.46,2.61,14,1,0,Fog,Good,97,Medium,Decreasing,18,Medium
85977,13.275215044421788,80.2828892835828,53,19,1,16,3,23,Mon,12,0,71,51,20,16274,2875,24,12.97,3.42,1.01,17,1,1,Sunny,Poor,10,Medium,Increasing,45,High
85978,13.025980128410481,80.25779309615591,65,0,35,0,0,17,Thu,12,0,60,48,12,21151,4797,30,6.27,8.91,6.75,14,1,0,Rain,Good,1,Medium,Increasing,19,High
85979,12.901973763158246,80.17693154596823,34,12,1,1,11,22,Sun,2,0,71,50,21,10743,830,0,6.58,1.44,8.76,14,0,1,Sunny,Medium,68,High,Stable,13,High
85980,13.383383739007071,80.04635922088164,10,4,5,4,0,12,Sat,8,1,66,66,0,11523,3004,27,8.92,4.15,10.95,14,1,1,Cloudy,Poor,13,Medium,Decreasing,35,Low
85981,12.88184262506159,80.50828068450801,68,4,50,1,3,8,Wed,1,0,75,54,21,17603,4439,10,14.88,11.11,3.4,14,1,1,Fog,Medium,1,High,Stable,4,High
85982,12.92295752808029,80.50227059206671,11,4,3,2,2,17,Wed,7,0,60,54,6,5790,1676,0,8.02,0.17,8.4,5,1,0,Fog,Poor,32,Low,Increasing,28,Low
85983,13.359779787438574,80.25811490786246,9,3,0,1,2,15,Mon,3,0,52,43,9,13471,3853,30,0.63,7.04,0.84,13,0,1,Cloudy,Poor,99,High,Stable,59,Low
85984,13.253094919941843,80.06252369438029,26,12,14,2,10,13,Thu,5,1,61,47,14,14988,1466,8,14.32,7.09,1.32,19,1,0,Fog,Poor,50,Medium,Stable,8,High
85985,12.89723579562041,80.4329346542053,29,14,8,2,12,8,Fri,7,0,18,16,2,10151,1624,3,12.31,3.19,0.64,8,0,1,Cloudy,Poor,79,Medium,Increasing,32,Medium
85986,12.83306792272828,80.55706859647042,41,14,7,4,10,2,Sun,1,0,55,46,9,2342,4763,23,1.62,6.21,10.33,9,1,1,Cloudy,Poor,80,High,Stable,39,High
85987,13.357417108706676,80.03200138310186,10,1,4,1,0,2,Fri,1,0,32,25,7,23442,603,3,11.61,6.02,0.26,10,1,0,Fog,Medium,72,High,Decreasing,24,Low
85988,13.188475961877389,80.41602441933803,37,14,20,13,1,21,Sun,10,0,27,25,2,2620,1945,23,14.91,7.24,2.63,16,1,0,Fog,Good,12,High,Stable,35,High
85989,12.805096019218063,80.08301996402915,79,25,26,17,8,18,Fri,11,0,45,44,1,16130,2579,30,0.49,6.56,6.44,8,1,1,Fog,Good,52,Low,Decreasing,55,High
85990,12.93799131318511,80.55208760567307,4,1,2,1,0,1,Tue,4,0,18,18,0,23775,1224,4,1.23,0.65,0.58,2,1,1,Rain,Poor,84,High,Increasing,36,Low
85991,13.241595006041967,80.47032170614192,68,6,16,3,3,15,Sat,8,1,48,41,7,21887,1088,16,0.9,7.36,2.09,8,0,1,Sunny,Poor,49,High,Increasing,4,High
85992,13.23835243943039,80.0331347833902,5,0,0,0,0,14,Tue,7,0,51,34,17,11666,4649,18,13.36,4.55,11.63,14,1,0,Sunny,Medium,21,Low,Stable,45,Low
85993,12.963001070208621,80.22762046496183,69,34,2,27,7,6,Tue,1,0,34,28,6,11310,3115,25,9.79,5.53,4.46,0,0,1,Sunny,Medium,50,Low,Decreasing,59,High
85994,12.83527635181013,80.28444196057534,54,8,22,1,7,12,Mon,12,1,44,41,3,24781,1931,18,5.84,1.86,4.02,13,1,0,Sunny,Medium,85,Low,Stable,29,High
85995,13.245794048483633,80.59040060507496,74,2,55,0,2,21,Tue,10,1,65,63,2,21576,3160,1,10.64,5.84,10.96,12,1,1,Fog,Good,45,Low,Increasing,26,High
85996,13.38356024810844,80.27786175208226,61,10,38,8,2,11,Thu,7,1,65,45,20,23139,3091,11,7.66,3.29,6.05,20,1,0,Fog,Poor,20,Low,Increasing,42,High
85997,13.2090687444693,80.14914145581248,75,23,6,16,7,3,Tue,9,0,80,65,15,17477,2946,10,12.65,2.18,10.13,9,1,1,Fog,Poor,66,High,Increasing,25,High
85998,12.964846739922095,80.35251133658237,73,12,45,4,8,9,Sat,7,0,48,33,15,3701,4783,17,4.17,11.03,7.82,11,1,1,Rain,Poor,84,High,Stable,37,High
85999,13.360875193594303,80.53270476681828,6,3,1,3,0,9,Mon,12,1,17,12,5,6230,4833,9,1.64,9.12,3.32,7,0,1,Cloudy,Medium,17,High,Increasing,29,Low
86000,13.356278839871456,80.46080290145325,79,20,16,16,4,7,Thu,9,0,71,59,12,14859,4255,5,14.41,9.39,1.34,9,0,1,Sunny,Good,63,Low,Stable,42,High
86001,13.156404490288265,80.13130969755369,47,1,2,0,1,18,Tue,8,1,74,71,3,17290,3415,7,4.12,5.39,4.77,4,1,0,Rain,Medium,2,Low,Increasing,11,High
86002,13.33130178576362,80.04704222507685,45,15,4,5,10,8,Tue,7,1,25,18,7,17650,4520,2,4.74,2.68,6.81,4,1,0,Fog,Poor,88,High,Decreasing,54,High
86003,12.850322938309178,80.37132376426085,79,17,10,13,4,22,Sat,5,1,47,33,14,4638,3828,10,2.92,11.07,11.32,10,0,1,Fog,Medium,23,High,Increasing,36,High
86004,13.230556128857486,80.07132993709727,29,12,0,1,11,20,Sat,2,0,10,9,1,20220,3317,28,11.34,7.85,0.23,13,1,1,Cloudy,Good,99,Medium,Decreasing,38,Medium
86005,12.929366188109361,80.12853405954482,11,2,7,2,0,20,Sun,7,1,42,28,14,6666,2897,24,0.83,5.69,2.99,8,0,1,Cloudy,Good,78,Low,Increasing,50,Low
86006,13.039463756430829,80.16632892667079,15,2,9,2,0,13,Sat,6,0,21,21,0,6733,2629,3,14.22,4.32,6.81,19,0,1,Cloudy,Medium,54,High,Stable,4,Low
86007,13.115238947556952,80.1656446901921,69,25,44,24,1,10,Mon,6,1,66,57,9,14150,2177,28,7.17,1.03,0.19,14,0,1,Fog,Poor,74,Low,Decreasing,2,High
86008,13.180931341148549,80.2894264162756,58,18,12,15,3,16,Tue,11,1,75,59,16,2548,1781,0,13.06,1.86,8.01,9,1,0,Rain,Medium,22,Low,Increasing,44,High
86009,13.374659653310092,80.37281577487381,10,1,0,0,1,10,Thu,2,1,20,14,6,7153,4266,27,14.47,1.24,8.45,9,0,1,Rain,Poor,32,High,Increasing,7,Low
86010,13.024079074631612,80.37448799882073,38,11,27,2,9,14,Fri,11,1,69,56,13,19045,3162,10,14.4,7.64,10.17,10,0,1,Fog,Medium,54,Medium,Increasing,31,High
86011,12.924010285769842,80.4331200844979,4,2,1,2,0,16,Wed,1,0,22,17,5,4201,3692,19,8.88,5.26,3.16,12,1,0,Fog,Poor,61,Medium,Decreasing,30,Low
86012,12.918328085700402,80.15442921086712,0,0,0,0,0,19,Sat,10,1,8,6,2,6045,2488,11,12.3,8.34,11.4,20,1,0,Rain,Poor,37,High,Stable,2,Low
86013,13.117162798766882,80.10470110616046,69,12,17,7,5,5,Fri,2,0,21,20,1,9109,1578,2,8.39,6.3,2.41,3,0,1,Cloudy,Good,88,High,Decreasing,42,High
86014,13.281364031684891,80.37050883464394,18,1,8,0,1,14,Mon,4,0,29,23,6,18526,1027,9,7.29,7.92,2.86,4,0,1,Sunny,Good,19,Medium,Stable,45,Medium
86015,13.106939560728541,80.47049182226125,40,0,33,0,0,4,Fri,1,0,66,66,0,14908,1535,28,4.08,7.7,0.14,20,0,1,Rain,Medium,36,Low,Stable,30,Medium
86016,13.257842017577422,80.28830332383386,25,2,13,1,1,20,Sat,12,1,22,18,4,20836,953,19,6.97,10.88,11.78,2,0,1,Fog,Medium,77,Low,Decreasing,34,Medium
86017,13.229156247983397,80.52451655549976,20,0,15,0,0,6,Wed,2,0,66,50,16,2525,84,29,4.32,10.67,5.33,12,1,0,Sunny,Good,46,High,Increasing,11,Medium
86018,12.832429171348103,80.16332033526591,19,0,15,0,0,14,Wed,2,0,56,43,13,1974,2691,7,1.24,0.37,6.75,9,1,1,Sunny,Good,94,High,Decreasing,42,Low
86019,13.392903502200472,80.32548003415457,58,5,40,1,4,6,Tue,6,0,49,34,15,4126,3884,11,10.78,5.77,9.04,1,0,1,Sunny,Good,46,Medium,Decreasing,46,High
86020,13.229388927360509,80.49574358318958,30,0,29,0,0,18,Thu,7,0,49,35,14,10663,1256,17,2.33,6.95,8.08,11,0,1,Rain,Good,53,Medium,Decreasing,9,Medium
86021,13.290021720966326,80.15888162306395,21,3,15,1,2,23,Wed,3,0,53,41,12,16870,70,14,9.71,0.71,9.32,7,0,1,Rain,Medium,8,Medium,Decreasing,11,Medium
86022,13.106595019645244,80.42787459031061,74,31,22,17,14,1,Thu,11,0,35,25,10,3138,472,6,14.66,3.03,8.12,17,1,1,Fog,Good,63,Medium,Stable,16,High
86023,12.878166883045251,80.38442059917149,54,5,11,2,3,6,Mon,11,0,72,70,2,24472,228,8,7.28,6.28,4.33,1,1,1,Sunny,Medium,64,Low,Decreasing,44,High
86024,13.24218478007143,80.13889166734026,37,6,3,4,2,12,Sat,7,1,55,50,5,2523,1519,2,8.94,8.35,3.19,14,0,1,Cloudy,Good,91,Medium,Stable,54,Medium
86025,12.943516264346158,80.24240545367341,47,20,18,17,3,0,Tue,4,0,15,15,0,13456,3169,18,3.51,6.61,7.42,19,0,1,Rain,Good,66,Medium,Stable,53,High
86026,13.175232092214236,80.53612661477558,33,12,11,3,9,10,Sun,10,0,69,57,12,11327,2253,2,10.12,10.6,10.49,14,1,0,Fog,Good,15,Medium,Increasing,36,High
86027,12.868744679485388,80.18962326281036,63,24,36,3,21,17,Fri,11,1,44,33,11,1592,4289,25,7.98,3.86,7.46,16,0,1,Rain,Good,21,Medium,Decreasing,35,High
86028,13.2583590186788,80.31258604998521,57,24,14,16,8,11,Sat,9,0,30,29,1,12494,2264,27,7.94,0.62,1.16,11,0,1,Rain,Good,30,Low,Increasing,6,High
86029,13.336103125278925,80.56184503884676,7,2,1,0,2,21,Sat,5,0,54,54,0,21491,2440,11,3.45,0.77,7.99,14,1,1,Sunny,Good,88,Low,Decreasing,43,Low
86030,13.231581138665602,80.44784925131351,15,4,4,3,1,8,Wed,9,0,5,5,0,18865,4124,11,14.21,3.56,10.58,0,0,1,Rain,Good,73,High,Stable,28,Low
86031,13.227959485106675,80.29571239690627,51,23,1,14,9,20,Thu,10,0,18,16,2,8002,1101,16,14.64,5.88,5.38,2,0,1,Fog,Poor,42,Medium,Increasing,26,High
86032,13.073737545537444,80.46424620809003,70,20,9,7,13,14,Wed,11,0,61,51,10,14698,1295,11,4.86,0.65,8.4,18,1,0,Cloudy,Medium,71,Low,Stable,28,High
86033,13.265001346398504,80.1769506943995,24,1,6,1,0,13,Sun,11,1,68,59,9,5760,707,17,13.11,7.22,5.94,10,0,1,Sunny,Good,81,Low,Decreasing,15,Low
86034,12.992257389241178,80.29901233768521,11,5,6,3,2,17,Fri,1,0,71,61,10,5904,3894,16,12.06,9.05,4.42,3,0,1,Fog,Medium,39,Medium,Increasing,34,Low
86035,13.128650372272451,80.13303186980833,19,6,12,0,6,14,Tue,8,1,20,19,1,4608,3101,14,14.05,10.17,4.99,5,0,1,Rain,Poor,56,Medium,Stable,31,Medium
86036,12.978428341547525,80.30615019240514,46,17,29,0,17,16,Thu,7,1,33,32,1,21481,1337,5,13.25,6.79,1.91,2,0,1,Sunny,Poor,72,High,Increasing,22,High
86037,12.927134960762883,80.03993024546318,2,1,0,0,1,9,Thu,12,0,39,27,12,8132,4949,7,3.07,10.64,5.37,8,1,0,Sunny,Good,95,High,Stable,31,Low
86038,13.354379891585031,80.4479863652959,21,7,6,2,5,3,Wed,11,1,48,37,11,14158,2764,23,3.97,10.09,9.21,15,0,1,Sunny,Good,6,Medium,Decreasing,8,High
86039,13.216145466498098,80.15559085852695,48,16,13,4,12,14,Sat,6,0,39,28,11,9896,3663,3,4.35,9.95,11.2,15,1,1,Cloudy,Medium,78,High,Increasing,4,High
86040,13.30638538747541,80.4160549693582,26,9,0,8,1,22,Sat,1,1,36,29,7,12577,1830,30,1.51,10.87,5.52,13,1,1,Rain,Poor,0,Low,Increasing,37,High
86041,13.156211332636971,80.25738407536906,45,5,16,4,1,0,Tue,3,1,43,31,12,14185,2727,3,6.8,0.42,5.47,8,1,0,Sunny,Good,48,Medium,Decreasing,24,High
86042,13.266046609667699,80.13542725315963,4,1,0,0,1,14,Mon,2,1,58,49,9,19927,4086,29,2.5,7.28,2.38,19,1,1,Cloudy,Poor,49,High,Increasing,51,Low
86043,13.351129167944624,80.34948889242632,33,9,8,5,4,2,Fri,12,0,11,10,1,20544,1873,13,8.39,3.85,2.88,18,0,1,Rain,Medium,24,Low,Increasing,36,High
86044,13.086744110617634,80.37820989843684,14,1,4,1,0,7,Mon,12,0,29,25,4,8881,672,26,8.02,5.96,3.08,6,1,1,Fog,Poor,87,Low,Decreasing,0,Low
86045,12.909527095806158,80.33218918056696,63,27,22,11,16,10,Sun,10,0,46,31,15,14937,2737,2,10.35,2.88,10.98,8,1,0,Fog,Poor,43,High,Increasing,15,High
86046,12.930705291764827,80.28215124798066,28,5,7,2,3,13,Tue,7,0,60,53,7,21785,4154,6,5.85,11.43,4.16,14,1,1,Cloudy,Poor,58,Medium,Stable,50,Medium
86047,13.181978366101937,80.34090239519799,18,1,2,0,1,3,Tue,1,0,7,7,0,9432,327,3,0.98,6.65,1.54,2,1,1,Rain,Good,90,Low,Increasing,47,Low
86048,13.21579574542897,80.56573731923856,78,28,19,13,15,16,Sat,8,0,51,37,14,18711,2001,1,7.81,7.4,3.82,20,1,0,Cloudy,Good,25,Medium,Decreasing,31,High
86049,13.228587941649224,80.23797755738937,13,6,2,0,6,8,Sun,9,0,41,41,0,22933,2296,27,8.72,7.61,1.8,7,0,1,Cloudy,Medium,23,High,Stable,20,Low
86050,13.326417626716637,80.43107319556434,79,35,23,32,3,18,Wed,6,0,74,50,24,12668,3871,13,0.9,4.37,2.63,1,1,1,Cloudy,Poor,40,Low,Increasing,2,High
86051,13.203936270835923,80.52814579699903,55,3,7,2,1,0,Thu,4,0,70,48,22,11783,1040,1,11.85,6.32,5.37,17,1,0,Fog,Poor,32,Medium,Stable,43,High
